,customer_id,first_name,last_name,total_sale_thb,shipping_thb,tax_thb,created_date,updated_date
1725,19337,Darya,Poyzer,16.61,5.0,0.71,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1726,15882,Daryl,Bonehill,252.29,0.0,14.84,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1727,57309,Daryl,Marshman,432.27,0.0,22.92,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1728,25267,Daryn,Gatrill,114.11,0.0,6.71,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1729,22033,Daven,Sandercock,72.4,11.47,3.58,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1730,43537,Daven,Greeve,182.97,0.0,11.97,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1731,54192,Davey,Eddies,109.28,0.0,6.43,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1732,57097,Davida,Prine,241.1,0.0,13.65,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1733,50852,Davida,Springett,294.41,0.0,16.01,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1734,57329,Davidde,Syphus,320.81,17.82,13.74,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1735,11914,Davidde,Wettern,137.96,0.0,7.81,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1736,12132,Davidson,Tolussi,52.73,8.37,2.51,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1737,15133,Davidson,Dickerson,161.95,0.0,10.95,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1738,58766,Davie,Blissett,345.15999999999997,5.0,20.009999999999998,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1739,56344,Davie,Scollard,14.71,5.0,0.66,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1740,17879,Davina,Pollock,76.19,15.0,3.94,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1741,16534,Davine,Choffin,121.46,19.28,5.78,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1742,13727,Davis,Elmore,113.62,18.0,5.62,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1743,11573,Davis,Ormes,112.14,17.8,5.34,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1744,29653,Davita,Flather,94.62,14.9,5.22,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1745,19427,Davon,Currin,35.54,5.63,1.76,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1746,20424,Davon,Amy,115.07,0.0,6.77,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1747,58098,Davy,Spread,105.16,16.56,5.8,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1748,16746,Davy,Diggons,186.42,0.0,7.17,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1749,12435,Davy,Stegel,259.6,0.0,17.55,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1750,59382,Dawna,Clery,160.48,0.0,9.08,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1751,14872,Dayle,Lowth,87.25,13.74,4.81,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1752,18775,Dayle,Bertelsen,342.98,0.0,20.93,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1753,10876,Ddene,Hayne,105.6,0.0,5.6,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1754,51703,De,Betun,10.74,5.0,0.34,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1755,18317,De witt,Brocklehurst,310.38,0.0,20.98,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1756,14675,De witt,Ostler,212.51,16.01,0.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1757,54898,Dean,Huccaby,41.35,6.55,2.05,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1758,12766,Dean,Leaney,39.5,6.36,1.34,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1759,15249,Deana,Klement,27.36,5.0,1.51,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1760,11349,Deane,Dowe,79.88,12.72,3.56,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1761,56236,Deane,McGeachie,135.94,0.0,7.69,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1762,13974,Deane,Renshell,106.11,0.0,6.01,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1763,11202,Deanna,Braganca,109.76,0.0,6.21,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1764,56749,Deanne,Cescoti,540.94,18.93,30.71,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1765,19929,Deanne,Taphouse,163.74,0.0,9.99,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1766,12547,Debbi,Tocqueville,161.39,0.0,9.49,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1767,51718,Debor,Tetsall,285.98,0.0,19.33,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1768,22896,Debora,Lippingwell,74.4,11.81,3.54,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1769,49580,Deborah,Iwaszkiewicz,111.57,0.0,6.07,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1770,13286,Decca,Hebbard,102.19,16.35,4.09,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1771,54957,Decca,Secretan,353.09999999999997,9.64,23.21,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1772,14729,Decca,Carlesso,157.05,24.93,7.470000000000001,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1773,13725,Dede,Collings,56.56,9.1,1.96,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1774,21220,Dede,Comelli,63.25,9.96,3.49,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1775,56493,Dee,McVee,51.64,8.18,2.56,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1776,14430,Dee,Ubsdale,64.13,10.18,3.05,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1777,59325,Dee,Kelsell,41.82,6.72,1.5,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1778,15597,Dee dee,Simester,153.53,0.0,9.88,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1779,58932,Deeann,Blake,131.04,0.0,3.69,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1780,55586,Deeann,Duff,242.05,0.0,13.7,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1781,16103,Deena,Broschke,100.27,15.81,5.41,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1782,53010,Deena,Hiom,122.04,0.0,4.69,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1783,29186,Deerdre,Creus,552.63,0.0,31.28,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1784,26591,Deeyn,Mummery,170.11,0.0,10.01,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1785,19840,Deeyn,Ainslie,64.45,10.37,2.23,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1786,15228,Dehlia,Leethem,34.47,5.46,1.71,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1787,21293,Del,McGarrity,105.78,17.63,0.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1788,52490,Dela,Kerbey,223.71,0.0,12.66,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1789,55475,Delaney,Pagan,208.02,0.0,12.42,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1790,11203,Delano,Moger,108.86,17.11,6.2,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1791,18468,Delano,Borgnet,81.71,13.1,3.11,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1792,12205,Delcina,Foxon,80.2,12.73,3.82,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1793,51594,Delia,Bing,166.83,0.0,11.28,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1794,16068,Delilah,Abotson,452.05999999999995,8.55,17.06,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1795,14541,Dell,Spillett,439.74,0.0,24.89,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1796,50844,Della,Pharo,50.34,8.09,1.8,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1797,57728,Delmar,Petroulis,63.31,10.01,3.25,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1798,57899,Delmar,Fullalove,21.02,5.0,0.62,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1799,12544,Delmer,Simanek,227.51,0.0,6.41,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1800,10539,Delmor,Easterling,13.66,5.0,0.51,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1801,55122,Delmor,Davidesco,89.01,13.99,5.07,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1802,27535,Delores,Danilyuk,128.89,0.0,6.14,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1803,14684,Deloria,Hubner,587.66,18.09,21.92,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1804,56565,Demetre,Cresswell,161.96,0.0,4.56,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1805,45652,Demetria,Curedale,172.07,0.0,10.12,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1806,58246,Demetria,Easterbrook,253.7,0.0,10.8,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1807,26905,Demetris,Talby,40.13,6.37,1.91,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1808,56765,Demetris,McGrowther,331.77,5.0,19.22,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1809,10196,Demetris,Tresvina,113.38,17.82,6.46,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1810,12392,Demetris,Terbruggen,105.46,17.01,3.4,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1811,21716,Demott,Belvin,64.45,10.16,3.49,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1812,45054,Dena,Birdwhistell,42.95,6.91,1.49,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1813,16120,Deni,Guerreau,179.39999999999998,11.54,6.460000000000001,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1814,21835,Deni,Puller,116.71,18.38,6.43,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1815,55884,Denice,Joslyn,388.92,14.74,21.18,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1816,45748,Denna,Christophe,192.92,0.0,10.92,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1817,16893,Denney,Albiston,110.5,17.47,5.68,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1818,57403,Denney,Collumbell,44.74,7.28,1.06,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1819,11884,Dennie,Humes,28.61,5.0,0.91,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1820,57756,Dennie,Gathwaite,189.2,0.0,0.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1821,51102,Dennis,Burnes,170.88,6.0,9.33,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1822,12627,Dennis,Birkin,155.8,24.560000000000002,8.440000000000001,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1823,10058,Dennison,Osmon,152.68,0.0,8.98,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1824,10666,Denver,Volkers,18.99,5.0,0.39,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1825,57126,Deny,Heinish,241.52999999999997,17.28,9.55,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1826,54172,Denys,Simeons,9.63,5.0,0.13,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1827,11969,Denyse,Auden,84.99,13.83,2.01,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1828,59446,Denyse,Tirrey,151.94,0.0,7.24,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1829,16131,Derby,Heinreich,40.21,6.37,1.99,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1830,57070,Derby,Govey,55.68,8.92,2.16,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1831,11133,Derek,Lipgens,60.85,9.62,3.13,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1832,45214,Derek,Fretson,123.53,0.0,3.48,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1833,56310,Derek,Lehrmann,34.74,5.46,1.98,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1834,21099,Derek,Sympson,520.88,0.0,29.48,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1835,12328,Derek,Shrawley,107.22,0.0,4.62,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1836,19039,Derick,Leathem,199.63,0.0,12.18,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1837,58006,Derrek,McGrail,113.01,0.0,4.81,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1838,56386,Derrick,McKinless,216.52,0.0,11.77,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1839,13236,Derrick,Crossthwaite,225.19,0.0,12.24,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1840,55040,Derrik,Lundie,81.06,12.74,4.62,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1841,21317,Derril,Lunge,146.78,0.0,8.63,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1842,51813,Derril,Greenrodd,141.15,0.0,8.3,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1843,20941,Derwin,Chivers,71.56,11.28,3.88,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1844,11538,Desi,Edmonstone,116.99,18.57,5.57,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1845,58838,Desi,Henlon,338.65999999999997,5.0,22.560000000000002,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1846,28951,Desi,Taggerty,204.43,0.0,12.48,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1847,53856,Desiri,Gorrissen,243.81,0.0,12.71,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1848,22847,Dev,Wormstone,38.47,6.19,1.33,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1849,15557,Devan,Lowmass,106.23,0.0,4.38,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1850,16895,Devin,McKenzie,16.5,5.0,0.65,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1851,56924,Devina,Redmire,433.02,0.0,25.47,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1852,14146,Devinne,Smeall,142.78,0.0,8.08,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1853,11577,Devland,Boyfield,186.35,0.0,12.6,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1854,21108,Devlen,Jellings,10.74,5.0,0.34,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1855,49415,Devlin,Francescuzzi,168.31,0.0,11.01,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1856,58771,Dew,Errichelli,58.4,9.27,2.78,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1857,16211,Dewain,Mcall,116.17999999999999,18.82,5.510000000000001,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1858,14232,Dewey,Molloy,87.93,13.93,4.35,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1859,53268,Dewey,Elias,77.24,12.26,3.68,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1860,18783,Dewey,McGeffen,172.61,10.56,7.35,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1861,58270,Dex,Lett,122.82,19.81,3.96,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1862,49722,Dexter,Bestwick,159.85,0.0,6.15,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1863,53925,Dexter,Whanstall,121.7,19.28,6.02,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1864,17245,Dexter,Ashlin,57.44,9.1,2.84,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1865,10799,Diandra,Widdison,262.35,9.83,9.72,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1866,59088,Diane,Sibbe,92.5,14.92,2.98,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1867,55480,Diane,Ferreli,176.9,0.0,6.8,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1868,21921,Diane-marie,Dullingham,41.41,6.54,2.17,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1869,19737,Dianemarie,Scholes,412.81,0.0,27.91,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1870,21591,Dianne,Davydychev,181.9,0.0,8.25,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1871,14050,Dianne,Henriquet,18.46,5.0,0.71,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1872,14437,Dickie,Mogey,18.64,5.0,0.89,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1873,23019,Didi,Caustic,51.89,8.37,1.67,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1874,15050,Dido,Feldmann,367.75,31.3,19.8,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1875,20878,Diego,Rich,164.04,6.01,6.08,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1876,50021,Diego,Bramah,75.76,12.17,2.74,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1877,28451,Dilan,Burleigh,191.74,0.0,12.54,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1878,11193,Dillie,Messruther,47.17,7.45,2.47,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1879,21370,Dillie,Carcas,241.32,5.0,13.37,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1880,58240,Dillon,Bohills,72.91,11.46,4.15,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1881,14603,Dilly,Rosthorn,559.71,15.99,22.42,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1882,53963,Dilly,Rosenstein,166.84,0.0,9.44,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1883,51954,Dimitri,Sinderson,118.51,19.08,4.03,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1884,57503,Dimitry,Viccary,134.99,0.0,7.64,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1885,53100,Dina,Eliff,33.26,5.28,1.58,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1886,14509,Dinah,Rainard,119.58,19.46,2.82,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1887,20034,Dinnie,Tilford,317.36,0.0,17.96,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1888,13724,Dino,Coventry,187.65,0.0,10.2,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1889,54767,Dino,TRUE,99.14,15.99,3.2,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1890,22558,Dion,Purcell,228.46,0.0,11.91,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1891,20253,Dion,Attyeo,150.26,0.0,10.16,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1892,58367,Dion,Guthrum,59.53,9.45,2.83,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1893,19230,Dione,Blakiston,500.33,0.0,32.73,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1894,47532,Dione,Clemitt,9.81,5.0,0.31,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1895,50740,Dionis,Skirvin,116.02,0.0,6.82,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1896,55495,Dionysus,Gingles,197.28,0.0,8.13,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1897,57975,Dionysus,Borsay,200.66,0.0,11.36,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1898,53617,Dita,Howden,29.17,5.0,1.42,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1899,21200,Dmitri,Ledwitch,25.86,5.0,0.86,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1900,57678,Dmitri,Keuneke,108.39,0.0,7.09,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1901,10399,Dode,Power,286.77,16.74,15.28,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1902,22385,Dodie,Heggs,182.54,0.0,11.14,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1903,12061,Dody,Glencrosche,107.73,0.0,4.98,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1904,58110,Dolf,Gurery,76.58,12.18,3.5,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1905,13877,Doll,Pound,19.45,5.0,0.85,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1906,15719,Dollie,Rawson,105.49,0.0,4.54,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1907,56249,Dolly,Ramsell,116.99,18.57,5.57,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1908,13270,Dolorita,Whittam,74.38,11.83,3.4,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1909,23920,Dolph,Magnay,104.35,16.73,3.97,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1910,51735,Dom,Dansey,36.67,5.82,1.75,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1911,12351,Dom,Fennick,120.14,18.92,6.62,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1912,55887,Dom,Bromidge,706.85,16.37,39.08,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1913,15855,Domenico,Wohlers,187.84,0.0,12.29,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1914,15265,Dominga,Thursfield,200.07,0.0,11.77,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1915,57243,Domingo,Lopez,109.09,0.0,7.14,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1916,57116,Domini,Mallall,194.79,0.0,5.49,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1917,15227,Domini,Osler,156.96,0.0,10.61,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1918,15094,Dominic,Curnok,159.31,25.38,7.58,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1919,13676,Dominica,Abdy,297.23,15.28,10.85,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1920,17544,Dominick,Camamile,78.55,12.37,4.33,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1921,53554,Dominick,Storrar,28.64,5.0,1.44,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1922,55348,Dominik,Dabernott,21.02,5.0,0.62,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1923,59818,Dominik,Vorley,152.32,0.0,8.62,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1924,55244,Dominique,Ward,28.83,5.0,1.08,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1925,13464,Don,Godspeede,174.15,0.0,10.4,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1926,22810,Donalt,Klinck,382.49,0.0,17.69,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1927,13485,Donalt,Conelly,324.47,0.0,18.369999999999997,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1928,21558,Donelle,Klimochkin,172.17,0.0,6.62,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1929,10236,Donelle,Wakeley,283.55,0.0,16.05,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1930,16185,Donia,Letertre,347.52,10.18,19.84,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1931,12743,Donica,Argyle,29.4,5.0,1.65,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1932,22674,Donica,Darell,91.91,14.56,4.55,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1933,10612,Donielle,Martinho,64.29,10.37,2.07,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1934,20406,Donn,Ishchenko,149.79,0.0,9.64,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1935,22393,Donna,Furminger,386.0,0.0,25.25,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1936,49357,Donnajean,Lippiatt,73.41,11.63,3.63,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1937,51765,Donnamarie,Fabb,113.2,0.0,7.65,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1938,49701,Donnell,Brookhouse,270.02,7.27,15.45,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1939,12058,Donni,Ierland,88.88,14.01,4.82,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1940,16955,Donnie,Paulley,157.76,25.09,7.22,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1941,19817,Donnie,Epple,49.66,8.01,1.6,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1942,14702,Donny,Gritten,271.6,0.0,10.45,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1943,57380,Donovan,Jasik,,5.0,,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1944,13503,Doralin,Britto,7.86,5.0,0.16,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1945,51407,Doralin,Pogue,8.67,5.0,0.22,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1946,15961,Doralin,Dowse,722.17,0.0,40.87,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1947,50400,Doralyn,McFeate,139.08,0.0,8.18,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1948,15313,Doralynn,Mobius,39.31,6.19,2.17,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1949,13717,Doralynne,Pleace,43.6,6.92,2.08,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1950,10138,Dore,Bletsoe,143.62,0.0,8.92,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1951,55828,Dore,Cornes,68.4,10.9,3.0,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1952,15001,Dorelia,Coole,194.51,0.0,11.61,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1953,15495,Dorelle,Senett,108.74,17.26,5.18,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1954,59882,Dorey,Skalls,39.81,6.37,1.59,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
1955,10655,Dori,Moneti,111.22,0.0,7.52,2022-11-10 05:58:54.201459,2022-11-10 05:58:54.201459
